en;it;es;fr
\c[6]Wyrmling§ \c[0]An adorable dragon pup hatched from the egg found in the \map[Forbidden Jungle]. Very helpful in traversing the \map[Fire Kingdom].;\c[6]Cucciolo di drago§ \c[0]Un tenero cucciolo di drago nato dall’uovo recuperato nella \map[Forbidden Jungle]. Di grande aiuto per superare \map[Fire Kingdom].;;
\c[6]War Droid§ \c[0]A robot whose only directive is to annihilate its enemies in battle, armed with dangerous plasma weaponry.;\c[6]Droide da battaglia§ \c[0]Un devastante droide creato per distruggere i suoi avversari in combattimento, dotato di armi al plasma.;;
\c[6]Jetosaurus§ \c[0]A prehistoric animal aumented via futuristic technology. Beware its jet boosters!;\c[6]Dynofuoco§ \c[0]Un essere preistorico evoluto grazie alle tecnologie del futuro. Ha i razzi nelle ali!;;
\c[6]Blacksmith§ \c[0]The hard-working supplier of weapons from Our Hero! Two.;\c[6]Fabbro§ \c[0]In Our Hero! Two era sempre pronto a costruire nuove e potenti armi!;;
\c[6]Wraith§ \c[0]A terrifying spirit that haunts the Dead Valley in Our Hero! Two. The only blade it fears is the Lightbringer.;\c[6]Fantasmino§ \c[0]Terrificante fantasma che si aggira per la Valle dei Morti in Our Hero! Two. Teme la Spada Lucente.;;
\c[6]\n[4]'s Rifle Rack§ \c[0]A full collection of \n[4]'s various laser rifle upgrades.;\c[6]Fucili di \n[4]§ \c[0]La collezione completa dell’evoluzione del Fucile Laser di \n[4]!;;
\c[6]\n[3]§ \c[0]\n[1] and \n[2]'s rough and ready comrade in arms, \n[3] can use his metal appendages to clear rubble and climb walls!;\c[6]\n[3]§ \c[0]In squadra con \n[1] e \n[2], \n[3] con la sua armatura di metallo può frantumare rocce e arrampicarsi sulle pareti!;;
\c[6]The General§ \c[0]This evil warmonger was actually the Purple Sage, mind-controlled by Derijiro!;\c[6]Il Generale§ \c[0]Il Generale cattivo era in realtà Saggio Viola, controllato da Derijiro!;;
\c[6]\map[The Great Cluster]§ \c[0]A huge hodgepodge of, scrap, machines and robots… that's a lotta stuff. Where did it come from?;\c[6]\map[The Great Cluster]§ \c[0]Un enorme ammasso di rifiuta, parti meccaniche, robots… c’è di tutto qui. Da dove è venuto fuori?;;
\c[6]\n[4]§ \c[0]\n[4] is the new and improved Green Sage, with plenty a tool to his disposal and a deadly laser rifle for ranged combat!;\c[6]\n[4]§ \c[0]\n[4] è il nuovo saggio verde del futuro, ricco di risorse e dotato di un fucile laser per sparare a distanza.;;
\c[6]Guard§ \c[0]A rank-and-file soldier stationed at the Castle. They protect the Castle and its treasures, or at least try to...;\c[6]Guardia§ \c[0]Fa parte dell’esercito del Castello. Lo difendono e provono a proteggere i preziosi tesori custoditi al suo interno...;;
\c[6]Turncoat Guard§ \c[0]A former Castle Guard who fell under the General's sway and was led on the path to evil.;\c[6]Guardia Cattiva§ \c[0]Vecchie guardie del Castello che hanno deciso di seguire la strada del male, influenzate dal Generale.;;
\c[6]Guard§ \c[0]A guard with the old uniform and gear, employed by the former King. \n[1] has been increasing the military budged since then.;\c[6]Guardia§ \c[0]Parte delle guardie del re. Da quando il sovrano è \n[1] ci sono stati miglioramenti nelle attrezzature dell’esercito!;;
\c[6]Healer§ \c[0]A skilled apothecary who would always keep some Meat in stock for the heroes (provided they had the Dindini to pay for it...);\c[6]Guaritore§ \c[0]Grazie a lui i nostri eroi potevano acquistare tutte le carni che volevano (in cambio di profumati Dindini…);;
\c[6]Wolf Cub§ \c[0]These mischievous beasts stalk the environs of the \map[Royal Gardens].;\c[6]Lupetto§ \c[0]Questi orribili mostriciattoli si aggirano nei pressi dei \map[Royal Gardens].;;
\c[6]Jellyfish§ \c[0]A frighteningly large bottom feeder who lairs in the \map[Seabed] and awaits prey to snag in its poisonous tentacles and drown.;\c[6]Medusa§ \c[0]Una medusa gigante che si aggira nel \map[Seabed] in cerca di prede da immobilizzare con il suo veleno e far annegare.;;
\c[6]Time Beast§ \c[0]A terrifying creature inhabiting Cyberspace in Our Hero! Two. It can move through space and time.;\c[6]Mostro Temporale§ \c[0]Un terribile mostro che si sposta nel Cyberspazio di Our Hero! Two. È in grado di muoversi nello spazio-tempo.;;
\c[6]Mr.Sock§ \c[0]THE Mr.Sock.;\c[6]Mr. Calzetta§ \c[0]Mitico Mr. Calzetta;;
\c[6]Magma Beast§ \c[0]A flaming enemy capable of flight thanks to its back-mounted jetpack. It patrols the \map[Fire Kingdom].;\c[6]Cattivo Lavico§ \c[0]Nemico infuocato che può volare grazie al jetpack equipaggiato sulle spalle. Fa giri d’ispezione nel \map[Fire Kingdom].;;
\c[6]Ninja§ \c[0]Skilled assassins operating in wooded areas, they camouflage among the greenery and ambush unsuspecting heroes!;\c[6]Ninja§ \c[0]Nemici molto validi che si nascondono delle foreste, in grado di camuffarsi da piante e saltare fuori quando meno te lo aspetti!;;
\c[6]Ninja§ \c[0]Even more skilled and agile than their basic counterpart. They hide out in the \map[Forbidden Jungle].;\c[6]Ninja§ \c[0]Ancora più potenti e agili dei precedenti. Si nascondono nella \map[Forbidden Jungle].;;
\c[6]Ninja§ \c[0]The pinnacle of speed and stealth, they lurk in the Crooked Eye Forest and Abyssal Falls.;\c[6]Ninja§ \c[0]Rapidissimi e mimetici, si nascondono nella Foresta dell’Occhio Sgorbio e nelle Cascate Abissali.;;
\c[6]\n[1]§ \c[0]The one and only Hero, once a humble farmer knighted by the former King. Has two world-saving quests under his belt.;\c[6]\n[1]§ \c[0]\c[0]Lui è l’eroe, un normale contadino nominato cavaliere dal Re.§ Ha già salvato il mondo due volte.;;
\c[7]NO DATA;\c[7]NESSUNA INFORMAZIONE;;
\c[6]New Purple Sage§ \c[0]After the last one died, the remaining sages went looking for a replacement. Primary requirement: must be purple.;\c[6]Nuovo Saggio Viola§ \c[0]Dopo la morte del precedente, i restanti saggi si sono messi alla ricerca di un nuovo candidato. Requisito essenziale: essere viola.;;
\c[6]Jolly Guy§ \c[0]So happy and carefree all the time. He's all too happy to track your Side Quest progress.;\c[6]Omino Felice§ \c[0]Lui è sempre così felice e spensierato… e ti tiene informato sulle Missioni Extra completate.;;
\c[6]Our Hero! First§ \c[0]You completed the first game!;\c[6]Our Hero! First§ \c[0]Per chi ha completato il 1° gioco!;;
\c[6]Our Hero! Two§ \c[0]You completed the second game!;\c[6]Our Hero! Two§ \c[0]Per chi ha completato il 2° gioco!;;
\c[6]Fly Trap§ \c[0]A hulking carnivorous plant with a spring-like stem, it sways and dances around constantly.;\c[6]Pianta Carnivora§ \c[0]Una distruttiva pianta carnivora che adora ballare e saltellare sulla sua molla.;;
\c[6]Flippers§ \c[0]A sea monster lurking around the \map[Seabed], has unparalleled underwater speed.;\c[6]Pinnuto§ \c[0]Un mostro marino che si aggira nel \map[Seabed], agilissimo nel muoversi sott’acqua.;;
\c[6]Bandit§ \c[0]Ruthless outlaws searching the \map[Deserted Lands] high and low for potential victims. They burrow underground to set up ambushes.;\c[6]Predone§ \c[0]Terribili banditi che si aggirano nelle \map[Deserted Lands] in cerca di prede da divorare. Si nascondono sotto terra.;;
\c[6]King§ \c[0]Good ol' King. He's been around for a while. He used to be the ruler of the Kingdom.;\c[6]Re§ \c[0]Il buon caro vecchio re. Quante avventure passate insieme! Una volta era lui il sovrano del Regno.;;
\c[6]Reyjiro§ \c[0]A mighty yet kind-hearted dragon. Unlike Derijiro, he eagerly helps our heroes.;\c[6]Reyjiro§ \c[0]Possente drago dall’animo buono. A differenza di Derijiro, è venuto nel Regno per aiutare i nostri eroi.;;
\c[6]Robot§ \c[0]A powerful robot from the future, set to guard the laboratory that held \n[2] prisoner.;\c[6]Robot§ \c[0]Un robustissimo robot del futuro, messo come guardiano del laboratorio in cui era tenuto prigioniero \n[2].;;
\c[6]Red Sage§ \c[0]He can melt the ice conjured by his less-attractive blue sibling thanks to his fire-based magic.;\c[6]Saggio Rosso§ \c[0]Mentre il suo brutto fratello gela grazie ai poteri del ghiaccio, lui le scioglie grazie ai suoi poteri del fuoco.;;
\c[6]Blue Sage§ \c[0]The way unattractive Sage of ice, brother of the Red Sage. He conjures ice to freeze everything in sight.;\c[6]Saggio Blu§ \c[0]Bruttissimo saggio del ghiaccio, fratello del saggio del fuoco, abile a gelare e immobilizzare ogni cosa.;;
\c[6]White Sage§ \c[0]The Sage of Light. Perhaps he only earned that title because of his shiny necklace.;\c[6]Saggio Bianco§ \c[0]Si dice che sia stato nominato saggio della luce per via della sua collona super scintillante.;;
\c[6]Former Purple Sage§ \c[0]The late Purple Sage, mind-controlled by Derijiro and killed in Our Hero! Two.;\c[6]Vecchio Saggio Viola§ \c[0]Il precedente Saggio Viola, posseduto da Derijiro e deceduto in Our Hero! Two.;;
\c[6]Cyber Saber§ \c[0]A mighty upgrade to the Mecha Sword, augmented with cybernetic technology.;\c[6]Spada Cyborg§ \c[0]Potente e distruttiva evoluzione della Spada Meccanica, composta da pezzi cybernetici.;;
\c[6]Energy Sword§ \c[0]A sword with a blade of pure energy capable of slicing and burning through matter in a flash.;\c[6]Spada Energetica§ \c[0]Una spada incredibilmente potente realizzata con energia laser che affetta e brucia all’istante ogni cosa.;;
\c[6]Hyper Future Blade§ \c[0]A sword with a perfect balance of power and swiftness, fit for a \n[1] from the future.;\c[6]Iper Spada Futuristica§ \c[0]Una spada devastante e perfetta per un \n[1] del futuro.;;
\c[6]Mecha Sword§ \c[0]A bit of ESP and future technology turn the most boring of blades into this autonomous mechanized cleaver!;\c[6]Spada Meccanica§ \c[0]La fusione tra ESP e la tecnologia dell’era futuristica hanno trasformato la tua banale spada in una spada meccanica!;;
\c[6]King's Sword§ \c[0]\n[1]'s signature weapon. It's nice to have a sword named after you.;\c[6]Spada del Re§ \c[0]La spada personale di \n[1]. Finalmente una spada unica ed eccezionale tutta per te.;;
\c[6]Spike§ \c[0]One of the goons from \map[The Great Cluster]. Armed with a laser cannon and jetpack armor.;\c[6]Spike§ \c[0]Uno degli scagnozzi de \map[The Great Cluster]. Dotato di un cannone laser e di un’armatura con jetpack integrato.;;
\c[6]\n[2]§ \c[0]A close friend of \n[1] and \n[3], \n[2] possesses a few unique skills thanks to his medallion.;\c[6]\n[2]§ \c[0]Grande amico di \n[1] e \n[3], \n[2] grazie al suo medaglione magico riesce ad attivare notevoli abilità.;;
\c[6]Commentary Guy§ \c[0]The famous announcer of the Hurdle Race in the Kingdom Outskirts in Our Hero! Two.;\c[6]Telecronista§ \c[0]Famoso presentatore della staffetta, tenuta presso la Periferia del Regno In Our Hero! Two.;;
\c[6]Old Green Sage§ \c[0]Good ol' Green Sage...he's assisted \n[1] in Our Hero! First and Two, but he's long gone...;\c[6]Vecchio Saggio Verde§ \c[0]Il buon vecchio Saggio Verde… ha aiutato \n[1] sia in Our Hero! First che in Our Hero! Two, ma ora non c’è più…;;
\c[6]Behemaggoth§ \c[0]Ugly giant vermin who called the \map[Lost Valley] grotto its home.;\c[6]Vermone§ \c[0]Brutta bestiaccia che risiedeva nella grotta della \map[Lost Valley].;;
\c[6]Townsperson§ \c[0]Sure knows how to live it up.;\c[6]Cittadino§ \c[0]Lui se la spassa…;;
\c[6]Zombie§ \c[0]Undead monstrosities infesting the Castle Dungeons and Wild Valley!;\c[6]Zombie§ \c[0]Terribili mostri non morti che si aggiravano per i Sotterranei del Castello e la Valle Selvaggia!;;
\c[2]Play Our Hero! First and Our Hero! Two to unlock this.;\c[2]Gioca Our Hero! First e Our Hero! Two per sbloccare.;;
\c[2]Play Our Hero! First to unlock this.;\c[2]Gioca Our Hero! First per sbloccare.;;
\c[2]Play Our Hero! Two to unlock this.;\c[2]Gioca Our Hero! Two per sbloccare.;;
