en;it;es;fr
\f[4]\nb[\n[4]]It's Sage stuff.;\f[4]\nb[\n[4]]Poteri da saggi.;;
\f[1]\nb[\n[1]]Lazybones.\. I'd like to see you get here after having been through everything we have.;\f[1]\nb[\n[1]]Scansafatiche.\. Dovevi affrontare tutti i pericoli che abbiamo dovuto passare noi.;;
\f[5]\nb[\n[5]]Alright heroes, we've finally reached \map[The Great Cluster].;\f[5]\nb[\n[5]]Bene eroi, siamo finalmente arrivati da \map[The Great Cluster].;;
\f[5]\nb[\n[5]]As you can see, it's a huge tangle of mechanical, electrical and cybernetic scraps…;\f[5]\nb[\n[5]]Come potete vedere è un gigantesco ammasso di parti metalliche e meccaniche, scarti, pezzi cybernetici…;;
\f[5]\nb[\n[5]]And that's where the invading armies of robots and combat cyborgs are being created!;\f[5]\nb[\n[5]]Ed è proprio da qui che vengono generati in continuazione nuovi robot e cyborg da combattimento!;;
\f[5]\nb[\n[5]]\map[The Great Cluster] looks like a tough target, even indestructible.\|§ But…;\f[5]\nb[\n[5]]\map[The Great Cluster] è robustissimo, praticamente indistruttibile.\|§ Ma…;;
\f[2]\nb[\n[2]]But...? Do you have a plan to destroy it?;\f[2]\nb[\n[2]]Vai, dicci il vostro piano per farlo fuori!;;
\f[5]\nb[\n[5]]Perhaps joining forces with all five Sages we'd be strong enough to destroy it!;\f[5]\nb[\n[5]]Forse la forza di tutti e cinque i saggi riuniti potrebbe distruggerlo una volta per tutte.;;
\f[5]\nb[\n[5]]As you can see though, there's only two of us here.;\f[5]\nb[\n[5]]Ma come potete vedere qua siamo solo in due…;;
\f[3]\nb[\n[3]]Where are the others?;\f[3]\nb[\n[3]]Dove sono gli altri?!;;
\f[5]\nb[\n[5]]Kidnapped.\|;\f[5]\nb[\n[5]]Rapiti.\|;;
\f[1]\nb[\n[1]]Oh come on, again?;\f[1]\nb[\n[1]]Ma no! Ancora!;;
\f[5]\nb[\n[5]]Before you got here, Spike managed to capture three of us.;\f[5]\nb[\n[5]]Prima del vostro arrivo Spike è riuscito a catturare tre di noi.;;
\f[5]\nb[\n[5]]So it was just the two of us, waiting for your arrival in this underground hideout.;\f[5]\nb[\n[5]]Così siamo rimasti solo noi due, rifugiati in quel nascondiglio sotterraneo, sperando nel vostro arrivo.;;
\f[1]\nb[\n[1]]Why does this keep happening to the Sages, the strongest men in the Kingdom?;\f[1]\nb[\n[1]]Sentite, voi siete i saggi, gli esseri più potenti di tutto il Regno!;;
\f[4]\nb[\n[4]]We're not that strong individually!\| We can only unleash our full power when we're all together.;\f[4]\nb[\n[4]]Non se siamo presi individualmente!\| La nostra forza si scatena quando siamo tutti uniti.;;
\f[5]\nb[\n[5]]So there's not much we can do if they get the drop on us.;\f[5]\nb[\n[5]]Così stavano riuscendo a catturarci uno per uno.;;
\f[5]\nb[\n[5]]You already accomplished an identical feat, \n[1], you'll just have to do that again.\| Rescue the other three Sages!;\f[5]\nb[\n[5]]Sappiamo che tu lo hai già fatto \n[1], quindi pensiamo che tu possa riuscirci ancora.\| Liberate gli altri tre saggi!;;
\f[1]\nb[\n[1]]Are they still the same as ever?\. The ugly fire and ice siblings and that guy who wears pearls everywhere?;\f[1]\nb[\n[1]]Loro sono rimasti i soliti?\. I bruttissimi fratelli del ghiaccio e del fuoco e quello addobbato di perle?;;
\f[5]\nb[\n[5]]Yep, that's them!\. Still alive and kicking!;\f[5]\nb[\n[5]]Sì, sono proprio loro!\. Ancora in vita!;;
\f[1]\nb[\n[1]]Nice, it's about time I caught up with them. Perhaps tease them a little.;\f[1]\nb[\n[1]]Bene, sarà un piacere andarli a recuperare e insultarli un po'!;;
\f[4]\nb[\n[4]]I'll go with you, let's rescue the Sages!;\f[4]\nb[\n[4]]Io sono con voi, andiamo a recuperare gli altri saggi!;;
I'll find a ton of useful salvage materials to upgrade my swords here!;Qui trovo un sacco di pezzi utili per forgiare le mie potenti spade!;;
They say this is a forbidden area and that thing will destroy the Kingdom. I think that's baloney.;Dicono che questa zona sia proibita e che quel coso distruggerà il Regno. Ma io non ci credo.;;
Hey, you didn't give the Side Missions a second glance, did you!§ You may want to try them out!;Hey, fin'ora non hai completato nemmeno una Missione Extra!§ Dovresti ripercorrere i vecchi livelli e completarne qualcuna!;;
Hey, you've only completed \v[67] Side Missions so far!§ Not bad, but you could do better!;Hey, fin'ora hai completato solo \v[67] Missioni Extra!§ Dovresti ripercorrere i vecchi livelli e completarne di più!;;
Hey, outstanding job! You completed every Side Mission!§ That really puts a smile on my face!\. Not that there wasn't one to begin with!;Hey, ma sei un grande! Hai completato tutte le Missioni Extra!§ Complimenti, mi hai reso veramente felice!\. Anche se già lo ero abbastanza!;;
\f[5]\nb[\n[5]]Do you need my help?§ Yeah§ Nope;\f[5]\nb[\n[5]]Avete bisogno del mio aiuto?§ Sì§ No;;
\f[5]\nb[\n[5]Sure thing! Tell me where my powers are needed.;\f[5]\nb[\n[5]]Certamente! Portatemi dove c'è bisogno dei miei poteri.;;
\f[5]\nb[\n[5]]Fair enough, I didn't even wash my face yet.;\f[5]\nb[\n[5]]Meno male, anche perché sono un po’ brutto.;;
\f[5]\nb[\n[5]]I'm ready for action, but there's not much I can do with the Sages still imprisoned.\. Get to it, heroes!;\f[5]\nb[\n[5]]Io sono pronto ad usare i miei poteri, ma non posso fare nulla finchè non liberate anche gli altri saggi.\. Forza eroi!;;
\f[5]\nb[\n[5]]I'm ready for action, but there's not much I can do with the last Sage still imprisoned.\. Get to it, heroes!;\f[5]\nb[\n[5]]Io sono pronto ad usare i miei poteri, ma non posso fare nulla finchè non liberate anche l’ultimo saggio.\. Forza eroi!;;
\f[5]\nb[\n[5]]We're all ready here! Are you?;\f[5]\nb[\n[5]]Noi siamo tutti pronti, e voi?;;
\f[5]\nb[\n[5]]Then get on with your unfinished business. Be quick about it though!;\f[5]\nb[\n[5]]Fate alla svelta se avete ancora qualcosa da fare prima!;;
\f[5]\nb[\n[5]]What are we waiting for?;\f[5]\nb[\n[5]]Cosa stiamo aspettando?!;;
